Date,Name,Year,Letterboxd URI
2022-03-31,Black Crab,2022,https://boxd.it/sAqO
2022-04-02,Fresh,2022,https://boxd.it/tCNi
2022-04-03,Gwendoline,1984,https://boxd.it/1F9Y
2022-04-10,A Time to Kill,1996,https://boxd.it/28pc
2022-04-26,Crash,1996,https://boxd.it/29n2
2022-04-28,Bubble Boy,2001,https://boxd.it/1Y3U
2022-05-05,Hard Boiled,1992,https://boxd.it/1T6a
2022-05-09,After Yang,2021,https://boxd.it/lx5a
2022-05-11,American Gigolo,1980,https://boxd.it/26l8
2022-05-16,Braindead,1992,https://boxd.it/29Gy
2022-05-23,Four Lions,2010,https://boxd.it/18do
2022-05-23,Tokyo Gore Police,2008,https://boxd.it/1KUq
2022-05-26,Rosetta,1999,https://boxd.it/1TJw
2022-05-26,All About My Mother,1999,https://boxd.it/2b9c
2022-05-27,Decision to Leave,2022,https://boxd.it/qp9e
2022-06-08,The Devil's Own,1997,https://boxd.it/24he
2022-06-30,Nitram,2021,https://boxd.it/u0rA
2022-07-09,The People Under the Stairs,1991,https://boxd.it/1QMC
2022-07-09,Mad God,2021,https://boxd.it/vVPm
2022-07-15,Incantation,2022,https://boxd.it/wFiI
2022-07-16,On the Count of Three,2021,https://boxd.it/tbfI
2022-07-18,The Third Part of the Night,1971,https://boxd.it/Miw
2022-07-18,Margin Call,2011,https://boxd.it/CJ8
2022-07-20,Falling Down,1993,https://boxd.it/194M
2022-07-20,Bug,2006,https://boxd.it/1RN2
2022-08-17,Mars Attacks!,1996,https://boxd.it/2bd4
2022-08-17,Thelma & Louise,1991,https://boxd.it/28Ew
2022-08-17,Fall,2022,https://boxd.it/Bf6G
2022-08-19,Aavasavyuham,2022,https://boxd.it/yKOe
2022-08-20,Rio Bravo,1959,https://boxd.it/2aE4
2022-08-22,Frankenhooker,1990,https://boxd.it/1saE
2022-08-22,Black Christmas,1974,https://boxd.it/1Js6
2022-08-22,The Little Drummer Girl,2018,https://boxd.it/kkCS
2022-08-23,The Whale,2022,https://boxd.it/tw4c
2022-08-25,National Lampoon's Van Wilder,2002,https://boxd.it/1TOQ
2022-08-29,Funny Pages,2022,https://boxd.it/lrlm
2022-09-03,TÁR,2022,https://boxd.it/uNIA
2022-09-05,Exotica,1994,https://boxd.it/1DXW
2022-09-05,Take Out,2004,https://boxd.it/17DA
2022-09-21,Pearl,2022,https://boxd.it/zPbe
2022-09-22,The Empty Man,2020,https://boxd.it/iIWS
2022-09-23,Son of the White Mare,1981,https://boxd.it/10f2
2022-09-24,Speak No Evil,2022,https://boxd.it/vqlg
2022-09-25,The Banshees of Inisherin,2022,https://boxd.it/p7XS
2022-09-28,Thirteen Lives,2022,https://boxd.it/q7O4
2022-10-07,The Slumber Party Massacre,1982,https://boxd.it/1rIq
