Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2020-12-20,Mank,2020,https://boxd.it/1wofkp,3.5,,Poetic and quite funny dialogue. That montage during the election scene is technical perfection,,2020-12-19
2020-12-30,The Good Liar,2019,https://boxd.it/1xVLdb,3.5,,Felt cheap but I’m thinking it might just be<blockquote>“<i>deeper than it looks.</i>”</blockquote>,,2020-12-29
2021-01-04,Boy Interrupted,2009,https://boxd.it/1yRrl1,,,Intensely personal and important- made with such love,,2021-01-03
2021-01-06,The Queen's Gambit,2020,https://boxd.it/1zcWqj,3.5,,"Pretty fun! Not sure how accurate it is to the source material, but the whole thing feels like a book",,2021-01-05
2021-01-14,The Gentlemen,2019,https://boxd.it/1Aq491,2.5,,watched this yesterday and completely forgot put it in Letterboxd,,2021-01-13
2021-01-16,The King of Staten Island,2020,https://boxd.it/1AKdOx,4,,+.5?,,2021-01-15
2021-02-06,Earwig and the Witch,2020,https://boxd.it/1DMdWH,2,,for the kids,,2021-02-05
2021-02-19,Palm Springs,2020,https://boxd.it/1FGffL,4,,More 90 minute movies please,,2021-02-18
2021-03-12,Mommy,2014,https://boxd.it/1IuMRV,4.5,,"Too much for an uninterrupted viewing...
Critic consensus!",,2021-03-11
2021-03-15,Possessor,2020,https://boxd.it/1IVLEb,4.5,,Inception x Saw x Akira x A24’s entire filmography.... so yea,,2021-03-14
2021-03-15,Death Proof,2007,https://boxd.it/1IZa7x,4,,Quite fun!,,2021-03-15
2021-03-24,WandaVision,2021,https://boxd.it/1Ka80F,0.5,,You’re not welcome here.,,2021-03-23
2021-03-24,The Falcon and the Winter Soldier,2021,https://boxd.it/1Ka8dp,0.5,,No,,2021-03-23
2021-04-09,Gemini Man,2019,https://boxd.it/1MqPyZ,3.5,,Will smith punches will smith with a motorcycle,,2021-04-08
2021-05-17,Tenet,2020,https://boxd.it/1RKwo7,3.5,Yes,"One word, tenet",,2021-05-16
2021-06-04,When Harry Met Sally...,1989,https://boxd.it/1UdBUj,5,,Woah,,2021-06-04
2021-06-16,From Dusk Till Dawn,1996,https://boxd.it/1VImOL,4,Yes,Far better than I remember,,2021-06-15
2021-07-17,Bottle Rocket,1996,https://boxd.it/200SKN,3,,Saw at Michigan Theatre,,2021-07-16
2021-08-01,The Green Knight,2021,https://boxd.it/22b7RH,5,,"Definitive Christmas movie


See this in theaters",,2021-07-31
2021-08-11,Alien,1979,https://boxd.it/23KJb9,3.5,Yes,*flashing lights*,,2021-08-10
2021-08-19,Pleasantville,1998,https://boxd.it/24TL8N,3.5,,They stole this from WandaVISION,,2021-08-18
2021-08-20,Stoker,2013,https://boxd.it/252isd,4,,Terrifying!,,2021-08-20
2021-09-13,Malignant,2021,https://boxd.it/28sDBJ,4,,Great cinema,,2021-09-12
2021-10-08,The Guilty,2021,https://boxd.it/2bQC0H,2.5,,Think I’m obligated to rate this lower than the original,,2021-10-07
2021-10-23,Dune,2021,https://boxd.it/2e3sfB,4,,Epic,,2021-10-22
2021-11-12,The Harder They Fall,2021,https://boxd.it/2hgltz,3.5,,So fun,,2021-11-11
2021-11-19,The Death of Dick Long,2019,https://boxd.it/2iumPX,3.5,,Plus .5 stars if they cut it when he frees the horse,,2021-11-18
2021-11-20,Butt Boy,2019,https://boxd.it/2iDM4h,3,,Phenomenal cinema,,2021-11-20
2021-12-28,8½,1963,https://boxd.it/2p2MdR,4.5,,Stunning- deserves to be regarded as one of the best movies ever,,2021-12-27
2021-12-30,Climax,2018,https://boxd.it/2pwfSn,3,,I’m not capable of watching this through in a single sitting. Everytime I watch a gasper noe movie I’m reminded why I don’t watch them,,2021-12-29
2022-01-09,Juice WRLD: Into the Abyss,2021,https://boxd.it/2slYO1,2,,"Great footage, but awful documentary. No insight or perspective",,2022-01-08
2022-02-03,Nightmare Alley,2021,https://boxd.it/2xSCgx,3.5,,"Del toro pulls back the curtain on some magic 

Also awesome ending",,2022-02-02
2022-02-08,Sympathy for Mr. Vengeance,2002,https://boxd.it/2yQDE1,3,,Wishing there was more vengeance :/,,2022-02-07
2022-02-10,Thirteen,2003,https://boxd.it/2zcBm9,3.5,,Too scary,,2022-02-09
2022-02-17,jeen-yuhs: A Kanye Trilogy,2022,https://boxd.it/2AtKbn,3,,P1,,2022-02-16
2022-02-20,Caché,2005,https://boxd.it/2AY4rb,4,,-_____________-,,2022-02-19
2022-02-20,Texas Chainsaw Massacre,2022,https://boxd.it/2B0I8R,1.5,,Final 30 seconds had me cheering,,2022-02-19
2022-02-28,jeen-yuhs: A Kanye Trilogy,2022,https://boxd.it/2Csai9,3.5,Yes,P2,,2022-02-27
2022-03-03,The French Dispatch,2021,https://boxd.it/2CW8Zb,3.5,,Very rewatchable,,2022-03-02
2022-03-04,The Batman,2022,https://boxd.it/2D7Zax,4,,Vengeance,,2022-03-03
2022-03-06,jeen-yuhs: A Kanye Trilogy,2022,https://boxd.it/2DpPoF,4,Yes,P3,,2022-03-05
2022-03-07,Paprika,2006,https://boxd.it/2DLD2B,4,,Crazy pacing,,2022-03-06
2022-03-10,The Rock,1996,https://boxd.it/2EjiXp,4,,Michael bay!,,2022-03-09
2022-03-10,Pusher II,2004,https://boxd.it/2EjBND,4,,Absolutely brutal,,2022-03-10
2022-03-13,The Tinder Swindler,2022,https://boxd.it/2EUoPF,2,,Subtracting 1.5 stars because of the mid credit (?) scene,,2022-03-13
2022-03-22,Antlers,2021,https://boxd.it/2Gvojx,3,,Praise the erdtree!,,2022-03-21
2022-03-22,Pusher 3,2005,https://boxd.it/2GCHSP,4.5,,"My three emoji review:
😔😳☹️",,2022-03-22
2022-04-04,The VelociPastor,2018,https://boxd.it/2IUUfv,1.5,,Insightful filmmaking at times,,2022-04-03
2022-04-09,The Greasy Strangler,2016,https://boxd.it/2JJTQ3,3,,-___________-,,2022-04-08
2022-04-22,The Northman,2022,https://boxd.it/2M9h2f,5,,Honorable or borderline evil ?,,2022-04-21
2022-05-04,Army of Darkness,1992,https://boxd.it/2OeT0z,4.5,,Cinema,,2022-05-03
2022-05-06,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2Ozkar,3.5,,Very fun!,,2022-05-05
2022-06-02,Men,2022,https://boxd.it/2TqKJ5,4,,Craziest sequence is inspired by attack on titan!,,2022-06-01
2022-06-30,Old,2021,https://boxd.it/2YyTx9,3.5,,Takes a crazy amount of skill for this to be pg13,,2022-06-29
2022-07-18,Primal Fear,1996,https://boxd.it/3280Nb,3.5,,"Crazy ending, made me go from neutral to pro",,2022-07-17
2022-07-22,A Quiet Place Part II,2020,https://boxd.it/32Mbld,2,,"I gave the first one 2.5 stars (?!?), obviously this one has to be lower. 
Probably should be 3 or 2.5",,2022-07-21
2022-07-22,House of Gucci,2021,https://boxd.it/32PiC7,3,,Jared Leto is killer,,2022-07-21
2022-07-31,The Gray Man,2022,https://boxd.it/34UZ7p,0.5,,😡😡,,2022-07-30
2022-08-08,Prey,2022,https://boxd.it/36NwAh,3.5,,I always thought predator is so op. Still is but feels a bit less so here,,2022-08-07
2022-08-10,Nope,2022,https://boxd.it/37doIp,4.5,,Awesome !,,2022-08-09
2022-08-12,Licorice Pizza,2021,https://boxd.it/37Cyf3,4.5,,"Wow !
Uncontrollably smiled for 95% of this",,2022-08-11
2022-08-15,The Black Phone,2021,https://boxd.it/38fisj,3,,Minus a full star for that one liner at the end,,2022-08-14
2022-08-22,Creep,2014,https://boxd.it/39ICsb,3,,Super creepy,,2022-08-22
2022-08-24,Contagion,2011,https://boxd.it/39YlUz,3.5,Yes,Hand shaking scene toward the end is incredible,,2022-08-23
2022-08-24,Elle,2016,https://boxd.it/3a6l4z,4,,Great but will not be watching again,,2022-08-24
2022-08-30,Neon Genesis Evangelion,1995,https://boxd.it/3b9PjT,4,,"Really liked the last 2 episodes, but probably only bc I had read explanations on how it departs from the rest on the series. 
Some scenes are perfection, but overall it’s not my type of anime. Felt it was fair to log this on Letterboxd",,2022-08-29
2022-08-30,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/3beyc7,4.5,,"Beautiful visuals. Expected this to be a lot more clarifying / simple, but a lot of it definitely went over my head. 
Need to watch again soon. Should be 5 stars lol",,2022-08-30
2022-09-01,Freaks,2018,https://boxd.it/3bza7p,3.5,,Pretty awesome,,2022-08-31
2022-09-18,Evangelion: 1.0 You Are (Not) Alone,2007,https://boxd.it/3eD67P,3.5,,Watched the 1.11 version,,2022-09-17
2022-09-28,Dahmer – Monster: The Jeffrey Dahmer Story,2022,https://boxd.it/3gEXYd,3,,"Extremely well done, don’t think I’ve ever watched anything as  as unwatchable as the pilot episode. I really don’t think the tribute to the victims is consistent though, doesn’t seem right to me",,2022-09-27
2022-09-30,Blonde,2022,https://boxd.it/3gZUYh,3,,"Difficult watch. Beautiful movie, but I was hoping for more",,2022-09-29
2022-10-01,Windfall,2022,https://boxd.it/3h9bsF,2.5,,Forgot to log this earlier this week!,,2022-09-30
2022-10-01,Entergalactic,2022,https://boxd.it/3hc48p,4,,Actually kind of great,,2022-09-30
